Participant,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q16_16,Q16_17,Q16_18,Q16_19,Q16_20,Q16_21,Q16_22,Q16_23,Q16_24,Q16_25,Q16_26,Q16_27,Q16_28,Q16_29,Q16_30,Q16_31,Q16_32,Q16_33,Q16_34,Q16_35,Q16_36,Q16_37,Q16_38,Q16_39,Q16_40,Q16_41,Q16_42,Q16_43,Q16_44,Q16_45,Q16_46,Q16_47,Q16_48,Q16_49,Q16_50,Q16_51,Q16_52,Q16_53,Q16_54,Q16_55,Q16_56,Q16_57,Q16_58,Q16_59,Q16_60,Q16_61,Q16_62,Q16_63,Others1,Top5Male,Q74_1,Q74_2,Q74_3,Q74_4,Q74_5,Q74_6,Q74_7,Q74_8,Q74_9,Q74_10,Q74_11,Q74_12,Q74_13,Q74_14,Q74_15,Q74_16,Q74_17,Q74_18,Q74_19,Q74_20,Q74_21,Q74_22,Q74_23,Q74_24,Q74_25,Q74_26,Q74_27,Q74_28,Q74_29,Q74_30,Q74_31,Q74_32,Q74_33,Q74_34,Q74_35,Q74_36,Q74_37,Q74_38,Q74_39,Q74_40,Q74_41,Q74_42,Q74_43,Q74_44,Q74_45,Q74_46,Q74_47,Q74_48,Q74_49,Q74_50,Q74_51,Q74_52,Q74_53,Q74_54,Q74_55,Q74_56,Q74_57,Q74_58,Q74_59,Q74_60,Q74_61,Q74_62,Others2,Top5female,Q0,ID1,ID2,ID3,ID4,ID5,ID6,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,MCB1,MCB2,MCB3,MCB4,MCB5,MCB6,MCB7,MCB8,Gender,Age,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_6_TEXT,Race,SchoolYear,Major,SES,Generation,Q7,Q8,AROS_Emotional,AROS_Standard,AROS_Devaluation,AROS_Thinking,AROS_TOTAL,MCB_Multi,MCB_Blind,EID_Exp,EID_Com,EID_TOTAL,Smart_M,Exotic_M,Passive_M,Traditional_M,Secretive_M,Methodical_M,Self_Centered_M,Asexual_M,Aggressive_M,Avante_Garde_M,Open_M,Spontaneous_M,Caring_M,Cruel_M,Smart_W,Exotic_W,Passive_W,Traditional_W,Secretive_W,Methodical_W,Self_Centered_W,Asexual_W,Aggressive_W,Avante_Garde_W,Open_W,Spontaneous_W,Caring_W,Cruel_W,AAWomen,AAMen,M16_1,M16_2,M16_3,M16_4,M16_5,M16_6,M16_7,M16_8,M16_9,M16_10,M16_11,M16_12,M16_13,M16_14,M16_15,M16_16,M16_17,M16_18,M16_19,M16_20,M16_21,M16_22,M16_23,M16_24,M16_25,M16_26,M16_27,M16_28,M16_29,M16_30,M16_31,M16_32,M16_33,M16_34,M16_35,M16_36,M16_37,M16_38,M16_39,M16_40,M16_41,M16_42,M16_43,M16_44,M16_45,M16_46,M16_47,M16_48,M16_49,M16_50,M16_51,M16_52,M16_53,M16_54,M16_55,M16_56,M16_57,M16_58,M16_59,M16_60,M16_61,M16_62,W74_1,W74_2,W74_3,W74_4,W74_5,W74_6,W74_7,W74_8,W74_9,W74_10,W74_11,W74_12,W74_13,W74_14,W74_15,W74_16,W74_17,W74_18,W74_19,W74_20,W74_21,W74_22,W74_23,W74_24,W74_25,W74_26,W74_27,W74_28,W74_29,W74_30,W74_31,W74_32,W74_33,W74_34,W74_35,W74_36,W74_37,W74_38,W74_39,W74_40,W74_41,W74_42,W74_43,W74_44,W74_45,W74_46,W74_47,W74_48,W74_49,W74_50,W74_51,W74_52,W74_53,W74_54,W74_55,W74_56,W74_57,W74_58,W74_59,W74_60,W74_61,W74_62,Smart_M2,Exotic_M2,Passive_M2,Traditional_M2,Secretive_M2,Methodical_M2,Self_Centered_M2,Asexual_M2,Aggressive_M2,Avante_Garde_M2,Open_M2,Spontaneous_M2,Caring_M2,Cruel_M2,Smart_W2,Exotic_W2,Passive_W2,Traditional_W2,Secretive_W2,Methodical_W2,Self_Centered_W2,Asexual_W2,Aggressive_W2,Avante_Garde_W2,Open_W2,Spontaneous_W2,Caring_W2,Cruel_W2
173,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,,"Intelligent, shy, reserved, sophisticated,quiet",1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,,"Intelligent, quiet, effeminate, traditional, shy",,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,5,7,7,4,4,1,1,1,2,20,1,,,,,,,1,3rd,Psychology,7,5,,,1.43,1,1,1,27,5.75,1.75,5,5,5,1,0,4,5,0,1,0,0,0,1,2,0,2,0,1,1,4,5,0,0,0,1,0,2,1,0,4,0,11,11,0.05,0,0.05,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0.05,0,0.05,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0.05,0,0,0,0.05,0.05,0,0.05,0,0,0,0.05,0,0,0.05,0.05,0,0,0.05,0.05,0,0,0,0,0.05,0,0.2,0.25,0,0.05,0,0,0,0.05,0.1,0,0.1,0,0.05,0.05,0.2,0.25,0,0,0,0.05,0,0.1,0.05,0,0.2,0
174,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,"Shy, intelligent, neat, sophisticated, efficient",1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,"Honest, exotic, shy, conceited, efficient",Asian American,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,1,1,4,1,2,4,1,1,1,1,1,1,1,5,5,5,5,6,6,6,6,1,18,,1,,,,,,2,1st,Health Science,10,2,,,1.86,4,1.63,3.33,60,5,6,4,4,4,2,1,3,2,1,3,1,0,0,2,1,0,0,0,2,1,3,2,1,3,1,0,0,1,2,1,0,0,8,10,0.06,0,0.06,0.06,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0,0.06,0.06,0.06,0.06,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.06,0,0.06,0,0,0.06,0,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,0.05,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0.05,0.05,0,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0.18,0.12,0.06,0.18,0.06,0,0,0.12,0.06,0,0,0,0.1,0.05,0.15,0.1,0.05,0.15,0.05,0,0,0.05,0.1,0.05,0,0
175,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,,,"attractive, loyal to family ties, religious, intelligent, persistent",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,,"Religious, generous, attractive, happy go lucky, loyal to family ties",Asian American,5,5,5,5,5,5,6,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,7,7,1,7,7,7,2,18,,1,,,,,,2,1st,criminal justice,5,2,,,1,2.17,1,1,31,6.75,5.5,5,5,5,1,3,3,2,0,3,0,0,1,1,2,1,3,0,3,2,1,3,0,2,0,0,1,2,2,1,2,0,9,10,0.04,0,0.04,0,0.04,0,0,0,0.04,0.04,0,0,0,0,0,0,0.04,0,0.04,0,0.04,0,0.04,0,0,0,0.04,0,0.04,0,0,0,0.04,0,0.04,0,0.04,0.04,0.04,0.04,0.04,0,0,0.04,0,0.04,0.04,0,0,0.04,0,0,0.04,0.04,0,0,0,0,0.04,0,0.04,0,0.05,0.05,0.05,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05,0.05,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0.05,0,0.04,0.12,0.12,0.08,0,0.12,0,0,0.04,0.04,0.08,0.04,0.12,0,0.15,0.1,0.05,0.15,0,0.1,0,0,0.05,0.1,0.1,0.05,0.1,0
176,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,,"loyal to family ties( around others), religious(in church and life), passionate(towards goals , sophisticated(in public settings), and honest(in relationships).",1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,"loyal to family ties, religious, happy go lucky, straight forward, intelligent. (All can be seen in any setting)",Asian American,5,5,5,5,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,2,18,,1,,,,,,2,1st,criminal justice,5,2,,,1,1.83,1,1,29,7,7,5,5,5,2,3,1,2,0,2,0,0,1,1,2,1,3,0,2,3,2,2,0,2,0,0,0,1,2,1,1,0,9,7,0.05,0,0.05,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0.05,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0.05,0,0,0.05,0.05,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0.05,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.1,0.15,0.05,0.1,0,0.1,0,0,0.05,0.05,0.1,0.05,0.15,0,0.1,0.15,0.1,0.1,0,0.1,0,0,0,0.05,0.1,0.05,0.05,0
177,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Asians being intelligent is seen inside of a classroom most likely a math and science classes they are more advanced in, quiet when their taking in the knowledge of what their learning, shy Asians like to keep to themselves and not as talkative, religious they belive in peace, and materialistic when I go shopping I see most Asians with designer bags and shoes.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Generous, dependent, traditional, materialistic, and passionate","Asians are generous when they are assisting and helping others out. They are dependent when it comes to schoolwork or when having a job they don't really rely on others. They are also traditional with weddings, marriage, and birthdays. They are materialistic because they tend to have a lot of designer things. They are passionate about their food.","ignorant, poor, beautiful, humble, responsive, aggressive, creative",5,3,5,4,5,4,7,6,3,1,1,1,5,1,1,6,1,1,1,1,1,1,1,3,1,1,1,1,1,6,4,4,4,6,6,7,3,1,2,18,1,,,,,,,1,college freshman,criminal justice,7,2,,,2.71,2.67,1.63,1.67,53,4.5,4.25,4.67,4,4.33,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,0,1,0,5,6,0.1,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0.3,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0,0.1,0.2,0.2,0,0,0,0,0,0.2,0,0,0.1,0
178,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,innocent,"innocent, more at a younger age, talking about sexual jargon or terms in general with a group of friends.    intelligent, classroom discussions or talking about achievements in school as in what classes they currently taking or the grades.    shy, talking about attractions to others with friends.   loyal to family ties, explaining limitations/ restrictions/ rules of parents. ambitious, when discussing class choices, course load, and extracurricular activities",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,"neat, in classrooms or school reserved,  quiet, reading aloud or responding to a teacher   intelligent, answering questions in classroom settings shy, meeting someone new",African American/,5,3,4,4,4,3,4,5,3,1,2,2,3,4,4,1,3,1,3,2,2,3,4,2,2,1,2,1,5,1,7,5,5,4,6,7,7,1,1,19,1,,1,,,,,6,1st,Criminal Justice,8,5,,,2.86,3.5,1.38,3,61,5.25,5.25,4.33,3.33,3.83,1,0,2,3,0,2,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,6,6,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0.3,0,0.2,0,0,0.1,0,0,0,0,0,0.14,0,0.56,0.14,0,0,0,0,0,0,0,0,0,0
179,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,intelligent: classroom discussion asking specific questions  quiet: large social event where there are a lot of people  unaggressive: hostile situation where they try to deescalate honest: friend asks for their opinion on a subject shy: cute girl talking to him,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,artistic: draw a realistic looking drawing in their intro art class loyal to family ties: sends most of paycheck back home to sick father scientifically-minded: Most of the chem students in a lab are asian students generous: Asian girl lets kids in class copy her work sensitive: someone makes a mean comment and the girl begins to sob,Latino,5,5,5,5,5,5,4,2,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,6,4,4,6,5,1,19,,,,1,,,,4,2,Psychology,6,2,,,1.14,3,1,1,37,6.25,4.75,5,5,5,1,0,5,0,0,0,0,0,0,0,1,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,2,0,5,7,0.09,0,0,0,0.09,0,0,0,0.09,0,0,0.09,0,0,0,0,0.09,0,0,0,0,0,0.09,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.13,0.13,0,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.09,0,0.45,0,0,0,0,0,0,0,0.09,0,0.18,0,0.26,0,0.26,0.13,0,0,0,0,0,0,0,0,0.26,0
180,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,,,Intelligent - classroom Practical - materials Straight forward - to anyone Loyal to family ties - close with family,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,,Materialistic - shopping Intelligent - school Attractive - anywhere Religious - church Loyal to family ties - close with family,Filipino,4,5,5,4,4,5,1,1,2,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,4,7,7,7,2,19,,1,,,,,,2,1st,Health science,9,2,,,1,1,1,1.33,24,7,6.25,4,5,4.5,2,2,2,3,0,2,1,0,0,1,1,1,2,1,3,3,3,4,0,0,0,0,1,1,1,1,2,1,13,10,0.05,0,0.05,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0.05,0.05,0.05,0,0.05,0.05,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0.05,0.04,0.04,0.04,0,0.04,0,0,0,0,0.04,0,0.04,0,0.04,0,0,0,0,0,0,0.04,0.04,0.04,0,0.04,0.04,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0.04,0.04,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,0.04,0,0,0,0.04,0,0.1,0.1,0.1,0.15,0,0.1,0.05,0,0,0.05,0.05,0.05,0.1,0.05,0.12,0.12,0.12,0.16,0,0,0,0,0.04,0.04,0.04,0.04,0.08,0.04
181,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,,#NAME?,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,,#NAME?,,4,4,4,4,4,4,4,3,7,4,3,3,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,4,5,5,7,5,4,7,5,2,18,,1,,,,,,2,1st,Pre-Nursing,7,2,,,1.86,1.5,1.63,3.33,45,5.25,5.25,4,4,4,2,1,1,4,0,1,0,0,0,1,0,2,0,0,3,2,3,3,0,0,0,0,1,0,2,1,1,0,11,7,0.06,0,0,0,0,0.06,0,0,0,0.06,0,0,0,0.06,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0.06,0,0.06,0,0.06,0,0,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0.06,0,0,0.06,0,0,0,0.06,0,0.05,0.05,0.05,0,0.05,0,0,0,0.05,0.05,0,0.05,0,0.05,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0.05,0.05,0,0,0,0,0.05,0,0.05,0,0.12,0.06,0.06,0.24,0,0.06,0,0,0,0.06,0,0.12,0,0,0.15,0.1,0.15,0.15,0,0,0,0,0.05,0,0.1,0.05,0.05,0
182,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,,,#NAME?,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,,#NAME?,Asian American,5,5,4,5,4,4,4,5,5,3,4,4,4,4,5,2,3,1,4,1,1,3,4,2,4,1,1,1,1,1,5,7,7,7,6,7,7,2,2,18,,1,,,,,,2,1st,Health Science,2,2,,,2.71,3.67,2,3.67,68,6.5,5.5,4.67,4.33,4.5,1,1,4,2,1,1,2,0,1,2,2,1,3,1,2,1,3,2,0,1,1,0,1,1,2,0,4,0,8,8,0.04,0,0.04,0,0.04,0,0,0,0.04,0.04,0,0.04,0.04,0,0,0,0.04,0.04,0,0.04,0.04,0,0.04,0,0,0.04,0.04,0,0,0.04,0.04,0,0.04,0,0,0,0.04,0.04,0,0.04,0,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0.04,0.04,0.04,0.04,0,0.04,0,0.04,0,0.04,0,0,0.04,0.04,0,0,0,0,0.04,0.04,0,0.04,0,0.04,0,0,0,0.04,0,0.04,0,0,0.04,0,0,0,0,0.04,0,0.04,0,0,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0,0,0.04,0,0,0.04,0,0.04,0.04,0.16,0.08,0.04,0.04,0.08,0,0.04,0.08,0.08,0.04,0.12,0.04,0.08,0.04,0.12,0.08,0,0.04,0.04,0,0.04,0.04,0.08,0,0.16,0
183,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,Reserved Intelligent  Quiet Unaggressive  Sensitive,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,Shy  Reserved  Secretive  Practical  intelligent,latino,4,4,4,4,4,4,6,4,1,1,5,1,4,6,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,7,7,7,2,19,,,,1,,,,4,2nd,Kinesiology,2,2,,,2,3.83,1,1,48,7,5.5,4,4,4,1,2,3,3,0,0,1,0,1,2,0,0,1,0,1,0,3,5,1,2,0,0,1,0,1,1,2,0,9,9,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,0,0,0.06,0,0,0,0.06,0,0.06,0,0,0,0.06,0,0,0,0,0,0,0.06,0.06,0.06,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.06,0.05,0,0,0.05,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0.06,0.12,0.18,0.18,0,0,0.06,0,0.06,0.12,0,0,0.06,0,0.05,0,0.15,0.25,0.05,0.1,0,0,0.05,0,0.05,0.05,0.1,0
184,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"honest-with family, ambitious-work, dependent-work, passionate-=personal life, sophisticated-blind date",1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"intelligent-work, persistent-work, dependent- personal life, progressive- work, passionate- talking about things they like",Mexican American,4,4,4,3,4,4,3,5,4,3,3,4,2,4,3,4,5,4,4,5,4,4,2,2,1,2,2,2,5,3,6,6,6,6,6,4,5,4,2,18,,,,1,,,,4,1st,criminal justice,2,2,,,3.86,3.17,2.63,4.33,80,6,4.75,3.67,4,3.83,1,2,1,2,0,1,0,0,1,1,2,0,1,0,1,2,1,1,0,2,0,0,0,3,1,0,1,0,5,4,0.07,0,0.07,0,0,0,0,0,0.07,0,0,0,0,0.07,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.07,0,0.07,0,0.07,0.07,0,0,0,0.07,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.08,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0.08,0,0,0,0.08,0,0.08,0,0.08,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0,0.07,0.14,0.07,0.14,0,0.07,0,0,0.07,0.07,0.14,0,0.07,0,0.08,0.16,0.08,0.08,0,0.16,0,0,0,0.24,0.08,0,0.08,0
